code,billing_id,name,company,destination,facility_type
CCWREC,133384,CLARK COUNTY WATER RECLAMATION DIST,488,usan_tickets@irth.com,UNKN
CLRCRK,133391,CLEAR CREEK COM SVC,489,clearcreekcsd@gmail.com,UNKN
CLCRLA,133417,CLEAR CREEK CSD - LASSEN CO,490,cccsdwater@frontiernet.net,UNKN
CLRWTR,133444,CLEARLAKE OAKS CO WTR,491,customerservice@clocwd.org,UNKN
CGOLDS,133577,COARSEGOLD SOUTH MD-63,492,sdistricts@madera-county.com,UNKN
COAWTR,133760,COASTSIDE CO WTR DIST,493,coawtr@webtms.usan.org,UNKN
COBWTR,133812,COBB AREA COUNTY WATER DISTRICT,494,robert@cobbareawater.com,W
LLMWTR,133813,LOCH LOMOND MUTUAL WATER COMPANY,495,robert@cobbareawater.com,W
COLIG3,133923,COLORADO INTERSTATE GAS - CA,496,onecall_ng@kindermorgan.com,UNKN
COLIG2,133930,COLORADO INTERSTATE GAS COMPANY (EL PASO,497,onecall_ng@kindermorgan.com,UNKN
COLIGC,133930,KINDER MORGAN COLORADO INTERSTATE GAS CO,497,onecall_ng@kindermorgan.com,UNKN
CRCONV,133944,COLORADO RIVER COMMISSION OF NEVADA,498,crconv@webtms.usan.org,UNKN
COLUSA,133971,COLUSA CO WTR,499,ccwd1@frontiernet.net,UNKN
COLPRO,133996,COLUSA PROPERTIES INC,500,bencarter@succeed.net,UNKN
COMBRE,134021,COMCAST BRENTWOOD,501,emailtkts.nca1@qmanager.utiliquest.com,C
COMCCO,134021,COMCAST CONTRA COSTA,501,emailtkts.nca1@qmanager.utiliquest.com,C
COMCHI,134021,COMCAST - CHICO,501,emailtkts.nca1@qmanager.utiliquest.com,C
COMCLV,134021,COMCAST-CALAVERAS,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMCND,134021,COMCAST CONCORD,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMCOA,134021,COMCAST CABLE - COALINGA,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMDAV,134021,COMCAST-DAVIS,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMDSP,134021,COMCAST-DIAMOND SPRINGS,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMFNO,134021,COMCAST-FRESNO,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMFRE,134021,COMCAST-FREMONT,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMGVY,134021,COMCAST-GRASS VALLEY,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMHAY,134021,COMCAST-HAYWARD,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMLBA,134021,COMCAST-LOS BANOS,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMLIV,134021,COMCAST-LIVERMORE,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMMER,134021,COMCAST-MERCED,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMMOD,134021,COMCAST-MODESTO,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMMPK,134021,COMCAST CABLE COMMUNICATIONS-MENLO PARK,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMMTY,134021,COMCAST-MONTEREY,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMNPA,134021,COMCAST-NAPA,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMOAK,134021,COMCAST-OAKLAND,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMPAL,134021,COMCAST-PALO ALTO,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMPIT,134021,COMCAST PITTSBURG,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMRCH,134021,COMCAST-RICHMOND,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMSAC,134021,COMCAST-SACRAMENTO,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMSC2,134021,COMCAST-SAN CARLOS2,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMSC3,134021,COMCAST-SAN CARLOS3,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMSCZ,134021,COMCAST-SANTA CRUZ,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMSFO,134021,COMCAST-SAN FRANCISCO,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMSJO,134021,COMCAST-SAN JOSE,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMSON,134021,COMCAST-SONORA,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMSTK,134021,COMCAST-STOCKTON,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMVIS,134021,COMCAST-VISALIA,501,emailtkts.nca1@qmanager.utiliquest.com,UNKN
COMPA2,134021,COMCAST-PALO ALTO,501,emailtkts.nca0@tickets.utiliquest.com,UNKN
COMSC5,134021,COMCAST-SAN CARLOS2,501,emailtkts.nca0@tickets.utiliquest.com,UNKN
COMMED,134426,COMMUNITY MEDICAL CENTERS,502,crmcplantservices@communitymedical.org,UNKN
CONRES,134480,CONCORDIA RESOURCES INC,503,mcabral@frontiernet.net,P
CONMER,134480,"CONCORDIA RESOURCES, INC. - MERIDIAN",503,#N/A,P
CCICOM,134721,CONSOLIDATED COMM,504,usanccitel@consolidated.com,UNKN
CCITST,134721,CONSOLIDATED COMMUNICATIONS TEST CODE,504,usanlocates@mycci.net,UNKN
CCICM2,134739,CONSOLIDATED COMM 2,505,usanccibb@consolidated.com,UNKN
CONCSD,134758,COSUMNES CSD,506,concsd@webtms.usan.org,UNKN
CONTRA,134798,CONTERRA BROADBAND SVC,507,contra@webtms.usan.org,UNKN
CCCM28,134843,CONTRA COSTA COUNTY M-28,508,jduff@pw.cccounty.us,UNKN
CCOWTR,135448,CONTRA COSTA WATER,509,callbeforeyoudig@ccwater.com,UNKN
CRSITE,135552,CORESITE REALTY CORP,510,chris.pruitt@coresite.com,UNKN
CRNWTR,135659,CORNING WATER DIST,511,corningwd@tehama.net,UNKN
COSTCO,135712,COSTCO WHOLESALE,512,rjerabek@costco.com,UNKN
COSTCOM,135712,COSTCO WHOLESALE,512,rjerabek@costco.com,UNKN
COTSAN,135764,COTTONWOOD CSA#17 SANI,513,shastacsas@att.net,UNKN
CTNWTR,135790,COTTONWOOD WATER DISTRICT,514,cottonwoodwaterdistrict@gmail.com,W
COVCSD,135810,COVELO COMMUNITY SERVICES DISTRICT,515,135810@webtms.usan.org,S
CVINET,135830,CVIN LLC,516,cvinet@webtms.usan.org,UNKN
COUWTR,135850,COULTERVILLE WATER DISTRICT,517,dnielsen@mariposacounty.org,UNKN
COALAM,135870,COUNTY ALAMEDA,518,usarequests@acpwa.org,UNKN
CHURCO,135975,CHURCHILL COUNTY,519,churco@webtms.usan.org,UNKN
COCCC2,136081,COUNTY CONTRA COSTA 2,520,coccc2@webtms.usan.org,UNKN
CODELN,136187,COUNTY DEL NORTE,521,csa@co.del-norte.ca.us,UNKN
CODOUG,136240,COUNTY DOUGLAS UTILITY DIVISION,522,usadignotices@douglasnv.us,UNKN
COLAKE,136319,COUNTY OF LAKE,523,lori.baca@lakecountyca.gov,UNKN
COLAND,136333,LANDER CO RD & BRIDGE,524,austinroads2@yahoo.com,UNKN
CNVSAN,136346,CO NEVADA SANI DIST#1,525,james.zerbel@co.nevada.ca.us,UNKN
COPLA2,136398,COUNTY PLACER PW N. SHORE TAHOE,526,pctahoe@placer.ca.gov,UNKN
COPLA4,136398,COUNTY PLACER PUB WRK TRF SIG,526,pcsignal@placer.ca.gov,UNKN
COPLA5,136398,COUNTY OF PLACER BUILDING MAINTENANCE,526,bldgmaint@placer.ca.gov,UNKN
COPLAC,136398,COUNTY PLACER PUB WRK RD DEPT,526,pcroads@placer.ca.gov,UNKN
COPXAG,136398,COUNTY PLACER SPECIAL DIST SWR AUBURN,526,COPXS2@webtms.usan.org,UNKN
COPXBC,136398,COUNTY PLACER SPECIAL DIST SWR AUBURN,526,COPXS2@webtms.usan.org,UNKN
COPXDC,136398,COUNTY PLACER SPECIAL DIST SWR AUBURN,526,COPXS2@webtms.usan.org,UNKN
COPXER,136398,COUNTY PLACER SPECIAL DIST SWR AUBURN,526,COPXS2@webtms.usan.org,UNKN
COPXLV,136398,COUNTY PLACER SPECIAL DIST SWR AUBURN,526,COPXS2@webtms.usan.org,UNKN
COPXS1,136398,COUNTY PLACER SPECIAL DIST SWR AUBURN,526,COPXS2@webtms.usan.org,UNKN
COPXS2,136398,COUNTY PLACER SPECIAL DIST SWR AUBURN,526,COPXS2@webtms.usan.org,UNKN
COPXS3,136398,COUNTY PLACER SPECIAL DIST SWR AUBURN,526,COPXS2@webtms.usan.org,UNKN
COPXSH,136398,COUNTY PLACER SPECIAL DIST SWR AUBURN,526,COPXS2@webtms.usan.org,UNKN
COPXSS,136398,COUNTY PLACER SPECIAL DIST SWR AUBURN,526,COPXS2@webtms.usan.org,UNKN
COSAC2,136503,COUNTY SACRAMENTO - TELECOM,527,cosac2@webtms.usan.org,UNKN
COSAC3,136503,COUNTY SACRAMENTO TRF SIG & ST LIGHTS,527,136503@webtms.usan.org,T
COSAC4,136503,SAC AREA SEWER DISTRICT,527,usan_tickets@irth.com,S
COSAC5,136503,COUNTY SACRAMENTO WATER,527,usan_tickets@irth.com,UNKN
COSAC6,136503,COUNTY SACRAMENTO INTL AIRPORT,527,usan_tickets@irth.com,UNKN
COSAC7,136503,COUNTY SACRAMENTO SRCSD,527,usan_tickets@irth.com,UNKN
TSTSAC,136503,COUNTY SACRAMENTO - TELECOM XML TEST,527,dtech-gis-usatickets@saccounty.net,UNKN
SASD01,136503,SAC AREA SEWER DISTRICT,527,usan_tickets@irth.com,UNKN
COSAC6A,136503,COUNTY SACRAMENTO INTL AIRPORT,527,AirUSANotice@saccounty.net,UNKN
COSJOA,136609,COUNTY SAN JOAQUIN,528,jquigley@sjgov.org,UNKN
COSLO1,136714,COUNTY SAN LUIS OBISPO 1,529,8055340948,UNKN
COSLO2,136714,COUNTY SAN LUIS OBISPO ENG & TRF SIGNALS,529,rwallravin@co.slo.ca.us,UNKN
COSLO3,136714,COUNTY SAN LUIS OBISPO WTR & SWR,529,pw.coslo3@co.slo.ca.us,UNKN
COSLO4,136714,COUNTY SAN LUIS OBISPO WTR & SWR,529,pw_underground@co.slo.ca.us,UNKN
COSLO5,136714,COUNTY SAN LUIS OBISPO SWR,529,PW.USA.LosOsos@co.slo.ca.us,UNKN
COSLO6,136714,COUNTY OF SAN LUIS OBISPO PUB WORKS,529,pw.coslo6@co.slo.ca.us,UNKN
SLOTEL,136819,CO OF SAN LUIS OBISPO TELCOM,530,slotel@webtms.usan.org,UNKN
COSMTO,136925,COUNTY SAN MATEO,531,dpwusa@co.sanmateo.ca.us,UNKN
COSCL2,137136,COUNTY SANTA CLARA 2,532,coscl2@webtms.usan.org,UNKN
COSCR2,137347,CO SANTA CRUZ TRF SIG,533,coscr2@webtms.usan.org,UNKN
COSCRZ,137347,COUNTY SANTA CRUZ PW,533,coscrz@webtms.usan.org,UNKN
COSCR2A,137347,CO SANTA CRUZ TRF SIG,533,cgeis@calwestlighting.com,UNKN
COSCR2M,137347,CO SANTA CRUZ TRF SIG,533,18314542385@efaxsend.com,UNKN
COSON2,137559,CO SONOMA TRAFFIC SIGNAL,534,tpw-usan@sonoma-county.org,UNKN
COSONO,137559,COUNTY SONOMA WASTEWATER,534,cosono@webtms.usan.org,UNKN
COSORD,137559,COUNTY OF SONOMA REFUSE DIVISION,534,ppouwels@republicservices.com,UNKN
COSTANX,137769,COUNTY STANISLAUS XML,535,pworksusa@stancounty.com,UNKN
COSTAN,137769,COUNTY STANISLAUS,535,pworksusa@stancounty.com,UNKN
COWASH,137874,COUNTY WASHOE,536,wrusa@washoecounty.us,UNKN
COYOLO,137980,COUNTY OF YOLO,537,coyolo@webtms.usan.org,D
CSACVI,138033,CO SVC AREA23-CRAGVIEW,538,shastacsas@att.net,UNKN
YOLCMM,138191,CO OF YOLO COMM,539,usa.telecom@yolocounty.org,UNKN
FREISD,138481,COUNTY OF FRESNO INTERNAL SERVICES DEPT,540,138481@webtms.usan.org,C
COXLVE,138772,COX COMMUNICATIONS LAS VEGAS,541,usan_tickets@irth.com,C
CPNPIP,138799,CPN PIPELINE CO.,542,usan_tickets@irth.com,UNKN
CRENEC,138800,"CREED ENERGY CENTER, LLC",543,solanoops@calpine.com,UNKN
CRMPIP,138802,"CRIMSON PIPELINE, LP",544,crimsonpipe1@consoft.net,UNKN
CRIMP1,138802,CRIMSON PIPELINE 1,544,usan_tickets@irth.com,UNKN
CRMPST,138802,CRIMSON PIPELINE - TEST,544,usan_tickets@irth.com,UNKN
CRMGMT,138805,CRIMSON RESOURCE MANAGEMENT,545,snixon@crimsonrm.com,UNKN
CWCLLC,138808,CRESTWOOD WEST COAST LLC,546,cwcllc@webtms.usan.org,UNKN
COGEN1,138812,CROCKETT COGENERATION,547,cogen1@webtms.usan.org,UNKN
CROSAN,138910,CROCKETT SANITARY DEPT. (OF CROCKETT CSD,548,manager@town.crockett.ca.us,UNKN
CPCCHM,138962,CROSS PT COM CHURCH,549,tholliday@cpmodesto.org,UNKN
CROCAS,138988,CROWN CASTLE (CA),550,locatetickets@sctrl.com,UNKN
CROCA2,138988,CROWN CASTLE (CA) 2,550,txkorwebcn@korweb.com,UNKN
CROCNV,139001,CROWN CASTLE (NV),551,locatetickets@sctrl.com,UNKN
CLACSD,139015,CROWS LANDING CSD,552,nacho892@frontier.com,UNKN
CRUZIO,139018,CRUZIO MEDIA INC.,553,cruzio@webtms.usan.org,UNKN
CUEWTR,139022,CUESTA LAHONDA GLD WTR,554,garrett.morris@realmanage.com,UNKN
CKNCSA,139029,CUMORAH KNOLLS CSA#10,555,specialdistricts@co.fresno.ca.us,UNKN
CUPSAN,139036,CUPERTINO SANIT DIST,556,cupsan@webtms.usan.org,UNKN
CUTPUD,139141,CUTLER P U D,557,drod38@hotmail.com,UNKN
DEOGAS,139196,D.E.O.,558,clintonwills@gmail.com,UNKN
DEAIRR,139352,DELANO-EARLIMART IRR,559,eanaya@deid.org,UNKN
DORWTR,139405,DEL ORO WATER CO. INC FERNDALE DIST,560,dowcferndale@frontier.com,UNKN
DELORO,139408,DEL ORO WATER CO. - MAGALIA,561,jfo@corporatecenter.us,UNKN
DEPASO,140090,DEL PASO MANOR WTR,562,dpmwd@sbcglobal.net,UNKN
DRECSD,140196,DEL REY COM SVC DIST,563,drcsd@pacbell.net,UNKN
DHIWTR,140302,DELHI CO WTR,564,delhicwd@yahoo.com,UNKN
DDPCAL,140407,DELTA DENTAL PLAN OF CALIFORNIA,565,infrastructureservices@questsys.com,UNKN
DDISAN,140512,DELTA DIABLO SANITATION,566,140512@webtms.usan.org,S
DECLLC,140564,"DELTA ENERGY CENTER, LLC",567,decllc@webtms.usan.org,E
DELENE,140591,DELTA LIQUID ENERGY,568,philc@deltaliquidenergy.com,UNKN
DENCSD,140618,DENAIR COM SVC DIST,569,dserpa@denaircsd.org,UNKN
DERWA,140626,DERWA,570,DERWA@webtms.usan.org,UNKN
DERTES,140626,DERWA,570,derwausa-xml@dsrsd.com,UNKN
DELCSD,140630,DESERT LAKE CSD,571,desertlakecsd@gmail.com,UNKN
DESUTL,140634,"DESERT UTILITIES, INC",572,duilocates@yahoo.com,UNKN
DIAWTR,140649,DIABLO WATER DISTRICT,573,diawtr@webtms.usan.org,UNKN
DBTSUS,140650,DICK BROWNS - BORAX,574,dbts@consoft.net,UNKN
DBTECH,140653,DICK BROWN TECHNICAL SERVICE,575,dbts@consoft.net,UNKN
DILLON,140657,"DILLON ESTATES, MD-60",576,sdistricts@madera-county.com,UNKN
DTRANS,140666,DIGITAL TRANSPORT CORPORATION,577,dtrans@webtms.usan.org,UNKN
DIGWES,140674,"DIGITAL WEST NETWORKS, INC.",578,digwes@webtms.usan.org,UNKN
DRIWTR,140680,DUDLEY RIDGE WTR DIST,579,rbesecker@ppeng.com,UNKN
DONSWR,140706,DON PEDRO SEWER DISTRICT,580,dnielsen@mariposacounty.org,UNKN
DSUPUD,140733,DONNER SUMMIT PUD,581,pschott@dspud.com,UNKN
DPAPWR,140750,DOS PALOS AREA JOINT POWER,582,usawater@comcast.net,UNKN
DCOSAN,140829,DOUGLAS CO SEWER DIST,583,dcosan@webtms.usan.org,UNKN
DOWKEM,140934,DOW CHEM,584,dbts@consoft.net,UNKN
DUKENG,141040,DUKE ENERGY RENEWABLES,585,141040@webtms.usan.org,UNKN
DUCTEL,141144,DUCOR TELEPHONE CO.,586,ductel@webtms.usan.org,UNKN
DUBSVC,141145,DUBLIN-S/RAMON SVCS DIST,587,dubsvc@webtms.usan.org,UNKN
DUBTEST,141145,DUBLIN-S/RAMON SVCS DIST,587,usa-xml@dsrsd.com,UNKN
DUNWTR,141567,DUNNIGAN WTR DIST,588,dunniganwater@att.net,UNKN
DURIRR,141620,DURHAM IRR DIST,589,Chusa@calwater.com,UNKN
EBNATR,141650,E & B NATURAL RESOURCES,590,ebnatr@webtms.usan.org,UNKN
EARPUD,141673,EARLIMART P U D,591,epud@sbcglobal.net,UNKN
EBDSAN,141726,E.BAY DISCHARGE AUTH.,592,hcin@ebda.org,UNKN
EBWBIX,141778,EAST BAY WATER BIXLER,593,ebwbix@webtms.usan.org,UNKN
EBWCAQ,141778,EBMUD AQUEDUCT,593,ebwcaq@webtms.usan.org,UNKN
EBWCMS,141778,EAST BAY WATER,593,usan_tickets@irth.com,UNKN
EBWFSC,141778,EAST BAY WTR FSCC-FRWA,593,ebwfsc@webtms.usan.org,UNKN
EBWPAR,141778,EAST BAY WATER - PARDEE,593,usapar@ebmud.com,UNKN
EBWSTK,141778,EAST BAY WATER STOCKTON,593,ebwstk@webtms.usan.org,UNKN
EBWSTKI,141778,EAST BAY WATER STOCKTON,593,usastkn@ebmud.com,UNKN
EBWCAQI,141778,EBMUD AQUEDUCT,593,usawc@ebmud.com,UNKN
EBWBIXI,141778,EAST BAY WATER BIXLER,593,usabix@ebmud.com,UNKN
EBWFSCN,141778,EAST BAY WTR FSCC-FRWA,593,ebwfsc@webtms.usan.org,UNKN
EBWWST,141788,EAST BAY MUNICIPAL UTILITY DISTRICT - WA,594,usan_tickets@irth.com,UNKN
ECCIRR,141989,E.CONTRA COSTA IRRIGA,595,ronalleneccid@gmail.com,UNKN
ENICSD,142096,E. NILES COM SVC DIST,596,alerts@eastnilescsd.org,UNKN
EPASAN,142200,E.PALO ALTO SANI DIST,597,epasan@webtms.usan.org,UNKN
ESIPRO,142311,EASTERN SIERRA PROPANE,599,easternsierrapropane@yahoo.com,UNKN
EASTIN,142318,"EASTIN ARCOLA, MD-36",600,sdistricts@madera-county.com,UNKN
EHWTRA,142338,EASTLAND HEIGHTS WATER ASSOCIATION,601,utilityservicesllc@gmail.com,UNKN
ESIWTR,142358,EASTSIDE WATER ASSOC,602,usawater@comcast.net,UNKN
EDGWTR,142385,EDGEWOOD WATER COMPANY,603,speck@edgewoodwatercompany.com,UNKN
AHENIN,142404,"AHTNA ENVIRONMENTAL, INC.",604,pmarsden@ahtna.net,UNKN
CTYWSA,142411,CITY WEST SACRAMENTO,605,usa@cityofwestsacramento.org,UNKN
ELDCSD,142464,EL DORADO HILLS COMMUNITY SERVICES DIST,606,pstamborsky@edhcsd.org,UNKN
ECAIRR,142517,EL CAMINO IRRIGATION DISTRICT,607,ecid1559@att.net,I
ELDIRR,142622,EL DORADO IRRIG,608,eldirr@webtms.usan.org,UNKN
ELPASO,142675,EL PASO NATURAL GAS,609,onecall_ng@kindermorgan.com,UNKN
EPOCSA,142728,EL PORVENIR CSA#30,610,specialdistricts@co.fresno.ca.us,UNKN
ELILVG,142807,ELECTRIC LIGHTWAVE,611,locatetickets@sctrl.com,UNKN
ELKWTR,142828,ELK GROVE WTR SERVICE,612,usan@egwd.org,UNKN
ELKPCC,142857,ELK POINT COUNTRY CLUB,613,tmarks58@yahoo.com,UNKN
COELKO,142886,COUNTY ELKO,614,pfitzgerald@elkocountynv.net,UNKN
ELKGEO,142912,ELKO HEAT COMPANY,615,elkgeo@webtms.usan.org,UNKN
EMPMIN,142924,"EMPIRE MINING CO, LLC",616,empmin@webtms.usan.org,UNKN
EOMCGG,142932,ENERGY OPS MNGMNT/CGG,617,eomcgg@webtms.usan.org,UNKN
EOMDGG,142933,ENERGY OPS MNGMNT\DGG,618,eomcgg@webtms.usan.org,UNKN
EOMSVP,142934,ENEGRY OPS MNGMNT/SVP,619,eomcgg@webtms.usan.org,UNKN
EOMYPC,142935,ENERGY OPS MNGMNT/YPC,620,eomcgg@webtms.usan.org,UNKN
ENVTEC,142953,ENVIROGEN TECHNOLOGIES,621,envtec@webtms.usan.org,UNKN
EQEHOA,142970,EQUESTRIAN ESTATES HOMEOWNERS ASSOCIATIO,622,utilityservicesllc@gmail.com,UNKN
ECRWTR,142991,ERSKINE CREEK WTR CO.,623,erskinecreekh20@aol.com,UNKN
ESCAPE,142994,ESCAPE BROADBAND,624,admin@peaktovalley.net,UNKN
ESMCPW,142997,ESMERALDA COUNTY PUBLIC WORKS,625,escopw@gmail.com,UNKN
ESPCSD,143004,ESPARTO CSD,626,info@ecsd-ca.org,UNKN
COEURE,143017,COUNTY EUREKA,627,JJeppesen@EurekaCountyNV.gov,UNKN
EUREKA,143083,EUREKA COUNTY SCHOOL DISTRICT,628,eporter@eureka.k12.nv.us,UNKN
EXEIRR,143149,EXETER IRRIG DIST,629,office@exeterid.org,UNKN
EXTSCA,143228,"EXTENET SYSTEMS, INC CA",630,dave.mulcahey@gprsinc.com,UNKN
EXTSYS,143307,"EXTENET SYSTEMS, INC - NV",631,811.nv.oc@tickets.811tickets.com,UNKN
EXXMO2,143518,EXXON MOBILE PIPELINE CO 2,632,usan_tickets@irth.com,UNKN
EXXMOB,143518,EXXON MOBIL PIPELINE CO,632,usan_tickets@irth.com,UNKN
FOAWTR,143677,FAIR OAKS WTR DIST,633,usa.fowd@gmail.com,UNKN
FCPLLC,143690,"FAIRFAX CENTER PROPERTIES, LLC",634,richrick1@yahoo.com,UNKN
FSUSWR,143703,FAIRFIELD-SUISUN SEWER,635,usan_tickets@irth.com,UNKN
FAIRMD,143717,"FAIRMEAD, MD-33",636,sdistricts@madera-county.com,UNKN
FAIWTR,143783,"FAIRVIEW WATER COMPANY, LLC",637,chuck@chent.com,UNKN
FALRBF,143843,FALCON CTV RED BLUFF,638,emailtkts.nca1@qmanager.utiliquest.com,UNKN
FALRED,143843,FALCON CTV REDDING,638,emailtkts.nca1@qmanager.utiliquest.com,UNKN
FALLRV,143888,FALL RIVER MILLS COM,639,lfowler@frvcsd.org,UNKN
FMBCOM,143915,FARMERS & MERCHANTS BANK,640,jhamrick@fmbonline.com,UNKN
FEGEGR,143929,FERRELLGAS (ELK GROVE CA),641,fegegr@webtms.usan.org,UNKN
FEGALK,143944,FERRELLGAS LAKE CO,642,fegalk@webtms.usan.org,UNKN
FEGMEN,143959,FERRELLGAS MENDOCINO CO,643,fegmen@webtms.usan.org,UNKN
FERNCO,143966,FERRELLGAS NEVADA COUNTY,644,143966@webtms.usan.org,UNKN
FIBSPH,143972,FIBERSPHERE COMM OF CA LLC,645,143972@webtms.usan.org,UNKN
FILAWA,143976,FIERO LANE WATER COMPANY,646,lonniel@wallacegroup.us,UNKN
FILTEL,143980,FILER MUTUAL TEL,647,filertellocates@hpeprint.com,UNKN
FMMWTR,143987,FIRST MACE MEADOW WATER ASSOC. INC.,648,mlnixoncpa@volcano.net,UNKN
FMOWTR,143994,FITCH MTN WTR DIST,649,rruwater@sonic.net,UNKN
FLOWTR,144099,FLORIN COUNTY WTR,650,fcwd@sbcglobal.net,UNKN
FMCFNO,144357,FMC FRESNO,651,Andrew.Sim@Parsons.com,UNKN
FLMWTR,144358,FOLSOM LAKE MUTUAL WATER COMPANY,652,flmwtr@webtms.usan.org,UNKN
FOOTEN,144360,FOOTHILL ENERGY LLC.,653,canfield@foothillenergy.com,UNKN
FHELLC,144361,FOOTHILL ENERGY LLC - COLUSA,654,reson@foothillenergy.com,UNKN
FHIPUD,144363,FORESTHILL PUD,655,h2oguys@sebastiancorp.net,UNKN
FLAWTR,144389,FOREST LAKES MUT WTR,656,forestlakes@cruzio.com,UNKN
FRVWTR,144443,FORESTVILLE WATER DISTRICT,657,fwd@sonic.net,W
FBRWTR,144468,FORT BRAGG TROUT FARM,658,pondpro9@mcn.org,UNKN
FPLEMW,144522,FPL ENERGY MONTEZUMA WIND LLC,659,fplemw@webtms.usan.org,UNKN
FRAWTR,144574,FRANKLIN COUNTY WATER DISTRICT,660,fcwd1@sbcglobal.net,UNKN
FPAPUD,144627,FRAZIER PARK PUD,661,jonniea.fppud@gmail.com,UNKN
FRETEL,144643,FREEDOM TELECOMMUNICATIONS LLC DBA WILCO,662,fretel@webtms.usan.org,UNKN
FREWTR,144654,FREESTONE WATER SYS,663,rruwater@sonic.net,UNKN
FGUWTR,144680,FRENCH GULCH CSA#11 WTR,664,shastacsas@att.net,UNKN
FRMEST,144786,FRESNO COUNTY CSA #10-A - MANSIONETTE ES,665,pwspecialdistricts@co.fresno.ca.us,UNKN
FCSA34,144812,FRESNO CO CSA#34A-BRIGHTON CREST,666,pwspecialdistricts@co.fresno.ca.us,UNKN
FCSAVH,144818,FRESNO CO CSA 34B-VENTANA HILLS,667,pwspecialdistricts@co.fresno.ca.us,UNKN
FCSAGC,144821,FRESNO CO CSA 34C-GRANITE CREST,668,pwspecialdistricts@co.fresno.ca.us,UNKN
FCSA39,144825,FRESNO CO CSA 39AB-BERAN,669,pwspecialdistricts@co.fresno.ca.us,UNKN
FCSA43,144832,FRESNO CO CSA 43-RAISIN,670,pwspecialdistricts@co.fresno.ca.us,UNKN
FCSA44,144835,FRESNO CO CSA#44A-FRIANT MHP,671,pwspecialdistricts@co.fresno.ca.us,UNKN
FRTDEV,144839,FRESNO COUNTY CSA #44-C - TANQUERAY DEVE,672,pwspecialdistricts@co.fresno.ca.us,UNKN
FRMVER,144864,FRESNO COUNTY CSA#44-D - MONTE VERDI,673,pwspecialdistricts@co.fresno.ca.us,UNKN
FRQLAK,144877,FRESNO COUNTY CSA #47 - QUAIL LAKE,674,pwspecialdistricts@co.fresno.ca.us,UNKN
FCSA49,144880,FRESNO CO CSA#49-ONEILL,675,pwspecialdistricts@co.fresno.ca.us,UNKN
COFWTR,144883,FRESNO COUNTY WATERWORKS DISTRICT #18,676,danpearce@waterworksdist18.com,UNKN
FRIWTR,144890,FRIED PRIV WTR L,677,pt_fried@yahoo.com,UNKN
FRNCOL,144894,FRONTIER COMM-COLUSA,678,emailtkts.nca1@qmanager.utiliquest.com,UNKN
FRNALP,144898,FRONTIER COMM. ALPINE,679,emailtkts.nca1@qmanager.utiliquest.com,UNKN
FRNCEN,144898,FRONTIER COMM. CENTRAL,679,emailtkts.nca1@qmanager.utiliquest.com,UNKN
FRNCO2,144898,FRONTIER COMM. NORTH,679,digalert@ftr.com,UNKN
FRNCOA,144898,FRONTIER COMM N. COAST,679,811.ca.oc@tickets.811tickets.com,UNKN
FTRCA2,144899,FRONTIER - A CITIZENS COMM CO - (CA 2),680,emailtkts.nca0@tickets.utiliquest.com,UNKN
FTRGAR,144899,FRONTIER COMM. GARBR,680,digalert@ftr.com,UNKN
FTRWEA,144899,FRONTIER COMM WEAVR,680,digalert@ftr.com,UNKN
FTREODE,144899,FRONTIER - A CITIZENS COMM CO - (CA 2),680,james.giordano@ftr.com,UNKN
FRONEV,144900,FRONTIER NEVADA (A CITIZENS COMM. CO.),681,digalert@ftr.com,UNKN
FRONV2,144900,FRONTIER NEVADA (A CITIZENS COMM. CO.),681,emailtkts.nca1@qmanager.utiliquest.com,UNKN
